Value Date,Trade Name,Trade Currency,Zero Rate Shock,TV,Expiry Bucket,Expiry Date,Tenor Bucket,Vega
02/09/2022,dummyTrade8,USD,0,-617544.4322,18M,04/03/2024,3y,21.5866471
02/09/2022,dummyTrade8,USD,5,-613256.8345,18M,04/03/2024,3y,23.18397806
02/09/2022,dummyTrade8,USD,10,-608776.6824,18M,04/03/2024,3y,25.64955003
02/09/2022,dummyTrade8,USD,25,-594256.6853,18M,04/03/2024,3y,25.74511749
02/09/2022,dummyTrade8,USD,50,-565566.813,18M,04/03/2024,3y,34.1092001
02/09/2022,dummyTrade8,USD,75,-529235.226,18M,04/03/2024,3y,52.47106436
02/09/2022,dummyTrade8,USD,100,-481488.5161,18M,04/03/2024,3y,45.46752373
02/09/2022,dummyTrade9,USD,-100,-672195.1673,18M,04/03/2024,3y,9.52830623
02/09/2022,dummyTrade9,USD,-50,-648929.937,18M,04/03/2024,3y,13.29902915
02/09/2022,dummyTrade9,USD,-25,-633405.1556,18M,04/03/2024,3y,10.34437003
02/09/2022,dummyTrade9,USD,-10,-622774.7291,18M,04/03/2024,3y,13.29696086
02/09/2022,dummyTrade9,USD,-5,-618981.1441,18M,04/03/2024,3y,12.35767577
02/09/2022,dummyTrade9,USD,0,-615048.7029,18M,04/03/2024,3y,11.06289708
02/09/2022,dummyTrade9,USD,5,-610978.5764,18M,04/03/2024,3y,10.81019893
02/09/2022,dummyTrade9,USD,10,-606713.6953,18M,04/03/2024,3y,9.42208531
02/09/2022,dummyTrade9,USD,25,-592893.4945,18M,04/03/2024,3y,14.59546003
02/09/2022,dummyTrade9,USD,50,-565826.0939,18M,04/03/2024,3y,10.00066266
02/09/2022,dummyTrade9,USD,75,-531374.3034,18M,04/03/2024,3y,20.97365152
02/09/2022,dummyTrade9,USD,100,-486080.7366,18M,04/03/2024,3y,2.04053886
02/09/2022,dummyTrade1,USD,-100,-227907.0988,18M,04/03/2024,4y,7.48969911
02/09/2022,dummyTrade1,USD,-50,-222208.401,18M,04/03/2024,4y,6.9228188
02/09/2022,dummyTrade1,USD,-25,-218960.928,18M,04/03/2024,4y,10.25807591
02/09/2022,dummyTrade1,USD,-10,-216872.4301,18M,04/03/2024,4y,10.01806042
02/09/2022,dummyTrade1,USD,-5,-216146.3103,18M,04/03/2024,4y,8.21283422
02/09/2022,dummyTrade1,USD,0,-215402.6562,18M,04/03/2024,4y,7.78582973
02/09/2022,dummyTrade1,USD,5,-214640.4941,18M,04/03/2024,4y,6.43229714
02/09/2022,dummyTrade1,USD,10,-213858.4524,18M,04/03/2024,4y,7.31209199
02/09/2022,dummyTrade1,USD,25,-211345.8047,18M,04/03/2024,4y,5.35846974
02/09/2022,dummyTrade1,USD,50,-206384.346,18M,04/03/2024,4y,-5.08987068
02/09/2022,dummyTrade1,USD,75,-199714.2936,18M,04/03/2024,4y,-33.80819569
02/09/2022,dummyTrade1,USD,100,-189622.2591,18M,04/03/2024,4y,-113.6352625
02/09/2022,dummyTrade10,USD,-100,-672928.6729,18M,04/03/2024,4y,5.34893453
02/09/2022,dummyTrade10,USD,-50,-650078.9227,18M,04/03/2024,4y,6.28764233
02/09/2022,dummyTrade10,USD,-25,-634657.4381,18M,04/03/2024,4y,5.36272707
02/09/2022,dummyTrade10,USD,-10,-624022.6605,18M,04/03/2024,4y,6.43325791
02/09/2022,dummyTrade10,USD,-5,-620231.3514,18M,04/03/2024,4y,6.55647544
02/09/2022,dummyTrade10,USD,0,-616299.3692,18M,04/03/2024,4y,5.19060988
02/09/2022,dummyTrade10,USD,5,-612233.3924,18M,04/03/2024,4y,5.81390421
02/09/2022,dummyTrade10,USD,10,-608000.1809,18M,04/03/2024,4y,5.83765951
02/09/2022,dummyTrade10,USD,25,-594209.3613,18M,04/03/2024,4y,1.43318601
02/09/2022,dummyTrade10,USD,50,-567220.1964,18M,04/03/2024,4y,-0.1666303
02/09/2022,dummyTrade10,USD,75,-532894.9917,18M,04/03/2024,4y,-7.15354192
02/09/2022,dummyTrade10,USD,100,-487549.4308,18M,04/03/2024,4y,-25.34528563
02/09/2022,dummyTrade11,USD,-100,-656205.6759,18M,04/03/2024,4y,-0.13569976
02/09/2022,dummyTrade11,USD,-50,-638618.8708,18M,04/03/2024,4y,2.03104064
02/09/2022,dummyTrade11,USD,-25,-625046.6749,18M,04/03/2024,4y,1.39250357
02/09/2022,dummyTrade11,USD,-10,-615560.882,18M,04/03/2024,4y,0.58248511
02/09/2022,dummyTrade11,USD,-5,-612195.2539,18M,04/03/2024,4y,0.95612853
02/09/2022,dummyTrade11,USD,0,-608678.011,18M,04/03/2024,4y,1.88365978
02/09/2022,dummyTrade11,USD,5,-605011.4122,18M,04/03/2024,4y,0.09888289
02/09/2022,dummyTrade11,USD,10,-601217.9259,18M,04/03/2024,4y,0.99728438
02/09/2022,dummyTrade11,USD,25,-588957.1544,18M,04/03/2024,4y,0.10680381
02/09/2022,dummyTrade11,USD,50,-564839.0675,18M,04/03/2024,4y,-1.2212177
02/09/2022,dummyTrade11,USD,75,-534769.3519,18M,04/03/2024,4y,-0.6180809
02/09/2022,dummyTrade11,USD,100,-495925.008,18M,04/03/2024,4y,-7.66132109
02/09/2022,dummyTrade12,USD,-100,-656693.4699,18M,04/03/2024,4y,1.15375078
02/09/2022,dummyTrade12,USD,-50,-639220.4691,18M,04/03/2024,4y,3.7354049
02/09/2022,dummyTrade12,USD,-25,-625704.7231,18M,04/03/2024,4y,2.02919492
02/09/2022,dummyTrade12,USD,-10,-616280.6867,18M,04/03/2024,4y,1.67023692
02/09/2022,dummyTrade12,USD,-5,-612895.6644,18M,04/03/2024,4y,1.1921436
02/09/2022,dummyTrade12,USD,0,-609360.6624,18M,04/03/2024,4y,1.36147805
02/09/2022,dummyTrade12,USD,5,-605697.9146,18M,04/03/2024,4y,0.36681871
02/09/2022,dummyTrade12,USD,10,-601903.9338,18M,04/03/2024,4y,0.52421498
02/09/2022,dummyTrade12,USD,25,-589625.7192,18M,04/03/2024,4y,-1.674519
02/09/2022,dummyTrade12,USD,50,-565587.1948,18M,04/03/2024,4y,-0.90059455
02/09/2022,dummyTrade12,USD,75,-535514.5526,18M,04/03/2024,4y,-1.31261732
02/09/2022,dummyTrade12,USD,100,-496774.34,18M,04/03/2024,4y,-5.90511396
02/09/2022,dummyTrade2,USD,-100,-228174.0202,18M,04/03/2024,4y,6.83953655
02/09/2022,dummyTrade2,USD,-50,-222566.5913,18M,04/03/2024,4y,6.65907071
02/09/2022,dummyTrade2,USD,-25,-219360.3687,18M,04/03/2024,4y,9.35556712
02/09/2022,dummyTrade2,USD,-10,-217288.0377,18M,04/03/2024,4y,9.47953995
02/09/2022,dummyTrade2,USD,-5,-216570.262,18M,04/03/2024,4y,8.98558199
02/09/2022,dummyTrade2,USD,0,-215836.7872,18M,04/03/2024,4y,9.26696879
02/09/2022,dummyTrade2,USD,5,-215084.8514,18M,04/03/2024,4y,6.05783477
02/09/2022,dummyTrade2,USD,10,-214309.757,18M,04/03/2024,4y,6.15969699
02/09/2022,dummyTrade2,USD,25,-211816.2608,18M,04/03/2024,4y,4.68879311
02/09/2022,dummyTrade2,USD,50,-206874.9273,18M,04/03/2024,4y,-8.10135326
02/09/2022,dummyTrade2,USD,75,-200251.019,18M,04/03/2024,4y,-33.86868173
02/09/2022,dummyTrade2,USD,100,-190159.2197,18M,04/03/2024,4y,-114.7632196
02/09/2022,dummyTrade3,USD,-100,-226544.4595,18M,04/03/2024,4y,1.32719937
02/09/2022,dummyTrade3,USD,-50,-221205.4108,18M,04/03/2024,4y,2.5874396
02/09/2022,dummyTrade3,USD,-25,-217879.5176,18M,04/03/2024,4y,0.4123377
02/09/2022,dummyTrade3,USD,-10,-215660.0142,18M,04/03/2024,4y,0.73114139
02/09/2022,dummyTrade3,USD,-5,-214877.7424,18M,04/03/2024,4y,0.49428347
02/09/2022,dummyTrade3,USD,0,-214068.7108,18M,04/03/2024,4y,0.8606767
02/09/2022,dummyTrade3,USD,5,-213234.2771,18M,04/03/2024,4y,-2.13197345
02/09/2022,dummyTrade3,USD,10,-212371.6697,18M,04/03/2024,4y,-3.17662254
02/09/2022,dummyTrade3,USD,25,-209591.5699,18M,04/03/2024,4y,-1.01510925
02/09/2022,dummyTrade3,USD,50,-203956.0442,18M,04/03/2024,4y,-2.43949917
02/09/2022,dummyTrade3,USD,75,-196272.3348,18M,04/03/2024,4y,-6.92811142
02/09/2022,dummyTrade3,USD,100,-184748.8238,18M,04/03/2024,4y,-17.50520943
02/09/2022,dummyTrade4,USD,-100,-226808.3315,18M,04/03/2024,4y,1.48090318
02/09/2022,dummyTrade4,USD,-50,-221555.8081,18M,04/03/2024,4y,0.95621943
02/09/2022,dummyTrade4,USD,-25,-218273.4149,18M,04/03/2024,4y,0.04763153
02/09/2022,dummyTrade4,USD,-10,-216075.4802,18M,04/03/2024,4y,-0.1656557
02/09/2022,dummyTrade4,USD,-5,-215300.379,18M,04/03/2024,4y,0.7029508
02/09/2022,dummyTrade4,USD,0,-214502.3303,18M,04/03/2024,4y,-0.28376351
02/09/2022,dummyTrade4,USD,5,-213680.122,18M,04/03/2024,4y,-0.09234493
02/09/2022,dummyTrade4,USD,10,-212824.3975,18M,04/03/2024,4y,-1.34402138
02/09/2022,dummyTrade4,USD,25,-210067.3072,18M,04/03/2024,4y,0.60562106
02/09/2022,dummyTrade4,USD,50,-204458.3028,18M,04/03/2024,4y,-2.93492653
02/09/2022,dummyTrade4,USD,75,-196794.6208,18M,04/03/2024,4y,-6.4167786
02/09/2022,dummyTrade4,USD,100,-185264.6044,18M,04/03/2024,4y,-15.45011978
02/09/2022,dummyTrade5,USD,-100,-223988.5065,18M,04/03/2024,4y,0.82007003
02/09/2022,dummyTrade5,USD,-50,-219464.7169,18M,04/03/2024,4y,-0.53533129
02/09/2022,dummyTrade5,USD,-25,-216232.0345,18M,04/03/2024,4y,0.22176148
02/09/2022,dummyTrade5,USD,-10,-213971.8244,18M,04/03/2024,4y,-1.0400107
02/09/2022,dummyTrade5,USD,-5,-213166.4625,18M,04/03/2024,4y,-1.67330875
02/09/2022,dummyTrade5,USD,0,-212330.582,18M,04/03/2024,4y,-0.97776036
02/09/2022,dummyTrade5,USD,5,-211467.1673,18M,04/03/2024,4y,-0.53826697
02/09/2022,dummyTrade5,USD,10,-210567.1885,18M,04/03/2024,4y,-0.22498633
02/09/2022,dummyTrade5,USD,25,-207641.5728,18M,04/03/2024,4y,-1.31902017
02/09/2022,dummyTrade5,USD,50,-201717.9231,18M,04/03/2024,4y,-1.24239247
02/09/2022,dummyTrade5,USD,75,-193788.9589,18M,04/03/2024,4y,-2.25233627
02/09/2022,dummyTrade5,USD,100,-182298.8104,18M,04/03/2024,4y,-2.16030568
02/09/2022,dummyTrade6,USD,-100,-224125.1313,18M,04/03/2024,4y,1.23517347
02/09/2022,dummyTrade6,USD,-50,-219636.0773,18M,04/03/2024,4y,-0.32665885
02/09/2022,dummyTrade6,USD,-25,-216429.7775,18M,04/03/2024,4y,-0.75221848
02/09/2022,dummyTrade6,USD,-10,-214198.4025,18M,04/03/2024,4y,-1.66183055
02/09/2022,dummyTrade6,USD,-5,-213398.7559,18M,04/03/2024,4y,-1.24395498
02/09/2022,dummyTrade6,USD,0,-212567.2816,18M,04/03/2024,4y,-0.59361579
02/09/2022,dummyTrade6,USD,5,-211705.7851,18M,04/03/2024,4y,-0.61010452
02/09/2022,dummyTrade6,USD,10,-210809.4446,18M,04/03/2024,4y,-0.63102743
02/09/2022,dummyTrade6,USD,25,-207889.7237,18M,04/03/2024,4y,0.23195341
02/09/2022,dummyTrade6,USD,50,-201968.7276,18M,04/03/2024,4y,-0.63030581
02/09/2022,dummyTrade6,USD,75,-194075.2122,18M,04/03/2024,4y,-2.00817099
02/09/2022,dummyTrade6,USD,100,-182578.7242,18M,04/03/2024,4y,-1.09117221
02/09/2022,dummyTrade7,USD,-100,-677481.2691,18M,04/03/2024,4y,22.92407934
02/09/2022,dummyTrade7,USD,-50,-652240.7277,18M,04/03/2024,4y,22.68144326
02/09/2022,dummyTrade7,USD,-25,-635718.1689,18M,04/03/2024,4y,25.25110193
02/09/2022,dummyTrade7,USD,-10,-624421.7668,18M,04/03/2024,4y,22.36128483
02/09/2022,dummyTrade7,USD,-5,-620428.5186,18M,04/03/2024,4y,21.360071
02/09/2022,dummyTrade7,USD,0,-616276.7763,18M,04/03/2024,4y,20.62312809
02/09/2022,dummyTrade7,USD,5,-611953.3314,18M,04/03/2024,4y,19.48214317
02/09/2022,dummyTrade7,USD,10,-607455.576,18M,04/03/2024,4y,21.41986525
02/09/2022,dummyTrade7,USD,25,-592860.8099,18M,04/03/2024,4y,23.81973596
02/09/2022,dummyTrade7,USD,50,-564227.3709,18M,04/03/2024,4y,1.16173599
02/09/2022,dummyTrade7,USD,75,-527747.6564,18M,04/03/2024,4y,-38.84865954
02/09/2022,dummyTrade7,USD,100,-480146.9554,18M,04/03/2024,4y,-172.8414615
02/09/2022,dummyTrade8,USD,-100,-678374.3212,18M,04/03/2024,4y,23.33267396
02/09/2022,dummyTrade8,USD,-50,-653383.1949,18M,04/03/2024,4y,21.66585988
02/09/2022,dummyTrade8,USD,-25,-636955.9974,18M,04/03/2024,4y,24.72747938
02/09/2022,dummyTrade8,USD,-10,-625685.1286,18M,04/03/2024,4y,20.9310124
02/09/2022,dummyTrade8,USD,-5,-621678.7092,18M,04/03/2024,4y,22.60269156
02/09/2022,dummyTrade8,USD,0,-617544.4322,18M,04/03/2024,4y,24.36881428
02/09/2022,dummyTrade8,USD,5,-613256.8345,18M,04/03/2024,4y,26.03490546
02/09/2022,dummyTrade8,USD,10,-608776.6824,18M,04/03/2024,4y,28.20398339
02/09/2022,dummyTrade8,USD,25,-594256.6853,18M,04/03/2024,4y,17.82037976
02/09/2022,dummyTrade8,USD,50,-565566.813,18M,04/03/2024,4y,-6.37255345
02/09/2022,dummyTrade8,USD,75,-529235.226,18M,04/03/2024,4y,-43.85463017
02/09/2022,dummyTrade8,USD,100,-481488.5161,18M,04/03/2024,4y,-176.2911187
02/09/2022,dummyTrade9,USD,-100,-672195.1673,18M,04/03/2024,4y,4.36053619
02/09/2022,dummyTrade9,USD,-50,-648929.937,18M,04/03/2024,4y,8.67088628
02/09/2022,dummyTrade9,USD,-25,-633405.1556,18M,04/03/2024,4y,4.0566537
02/09/2022,dummyTrade9,USD,-10,-622774.7291,18M,04/03/2024,4y,8.00359271
02/09/2022,dummyTrade9,USD,-5,-618981.1441,18M,04/03/2024,4y,8.95784655
02/09/2022,dummyTrade9,USD,0,-615048.7029,18M,04/03/2024,4y,7.3730645
02/09/2022,dummyTrade9,USD,5,-610978.5764,18M,04/03/2024,4y,5.23405215
02/09/2022,dummyTrade9,USD,10,-606713.6953,18M,04/03/2024,4y,0.55800713
02/09/2022,dummyTrade9,USD,25,-592893.4945,18M,04/03/2024,4y,2.94380931
02/09/2022,dummyTrade9,USD,50,-565826.0939,18M,04/03/2024,4y,-0.36290395
02/09/2022,dummyTrade9,USD,75,-531374.3034,18M,04/03/2024,4y,-10.99657068
02/09/2022,dummyTrade9,USD,100,-486080.7366,18M,04/03/2024,4y,-27.68389312
02/09/2022,dummyTrade1,USD,-100,-227907.0988,18M,04/03/2024,5y,-31.55838349
02/09/2022,dummyTrade1,USD,-50,-222208.401,18M,04/03/2024,5y,-39.54987533
02/09/2022,dummyTrade1,USD,-25,-218960.928,18M,04/03/2024,5y,-36.52395967
02/09/2022,dummyTrade1,USD,-10,-216872.4301,18M,04/03/2024,5y,-41.1437907
02/09/2022,dummyTrade1,USD,-5,-216146.3103,18M,04/03/2024,5y,-44.03564987
02/09/2022,dummyTrade1,USD,0,-215402.6562,18M,04/03/2024,5y,-47.38202196
02/09/2022,dummyTrade1,USD,5,-214640.4941,18M,04/03/2024,5y,-47.91240172
02/09/2022,dummyTrade1,USD,10,-213858.4524,18M,04/03/2024,5y,-53.78701882
02/09/2022,dummyTrade1,USD,25,-211345.8047,18M,04/03/2024,5y,-57.462094
02/09/2022,dummyTrade1,USD,50,-206384.346,18M,04/03/2024,5y,-82.86385368
02/09/2022,dummyTrade1,USD,75,-199714.2936,18M,04/03/2024,5y,-60.17794504
02/09/2022,dummyTrade1,USD,100,-189622.2591,18M,04/03/2024,5y,-10.27822964
02/09/2022,dummyTrade10,USD,-100,-672928.6729,18M,04/03/2024,5y,-8.82109899
02/09/2022,dummyTrade10,USD,-50,-650078.9227,18M,04/03/2024,5y,-18.3570405
02/09/2022,dummyTrade10,USD,-25,-634657.4381,18M,04/03/2024,5y,-14.85939623
02/09/2022,dummyTrade10,USD,-10,-624022.6605,18M,04/03/2024,5y,-10.2392708
02/09/2022,dummyTrade10,USD,-5,-620231.3514,18M,04/03/2024,5y,-12.0047328
02/09/2022,dummyTrade10,USD,0,-616299.3692,18M,04/03/2024,5y,-11.89413025
02/09/2022,dummyTrade10,USD,5,-612233.3924,18M,04/03/2024,5y,-15.44660438
02/09/2022,dummyTrade10,USD,10,-608000.1809,18M,04/03/2024,5y,-24.29576634
02/09/2022,dummyTrade10,USD,25,-594209.3613,18M,04/03/2024,5y,-44.24133008
02/09/2022,dummyTrade10,USD,50,-567220.1964,18M,04/03/2024,5y,-47.77025292
02/09/2022,dummyTrade10,USD,75,-532894.9917,18M,04/03/2024,5y,-80.96117553
02/09/2022,dummyTrade10,USD,100,-487549.4308,18M,04/03/2024,5y,-80.68963577
02/09/2022,dummyTrade11,USD,-100,-656205.6759,18M,04/03/2024,5y,-8.00988838
02/09/2022,dummyTrade11,USD,-50,-638618.8708,18M,04/03/2024,5y,-5.79578804
02/09/2022,dummyTrade11,USD,-25,-625046.6749,18M,04/03/2024,5y,-12.22735089
02/09/2022,dummyTrade11,USD,-10,-615560.882,18M,04/03/2024,5y,-9.67136841
02/09/2022,dummyTrade11,USD,-5,-612195.2539,18M,04/03/2024,5y,-6.18694513
02/09/2022,dummyTrade11,USD,0,-608678.011,18M,04/03/2024,5y,-9.80497802
02/09/2022,dummyTrade11,USD,5,-605011.4122,18M,04/03/2024,5y,-9.12394823
02/09/2022,dummyTrade11,USD,10,-601217.9259,18M,04/03/2024,5y,-10.75904439
02/09/2022,dummyTrade11,USD,25,-588957.1544,18M,04/03/2024,5y,-15.3072786
02/09/2022,dummyTrade11,USD,50,-564839.0675,18M,04/03/2024,5y,-20.79265521
02/09/2022,dummyTrade11,USD,75,-534769.3519,18M,04/03/2024,5y,-13.18523174
02/09/2022,dummyTrade11,USD,100,-495925.008,18M,04/03/2024,5y,-33.92868664
02/09/2022,dummyTrade12,USD,-100,-656693.4699,18M,04/03/2024,5y,-13.0256416
02/09/2022,dummyTrade12,USD,-50,-639220.4691,18M,04/03/2024,5y,-5.74085048
02/09/2022,dummyTrade12,USD,-25,-625704.7231,18M,04/03/2024,5y,-9.98374905
02/09/2022,dummyTrade12,USD,-10,-616280.6867,18M,04/03/2024,5y,-11.00280103
02/09/2022,dummyTrade12,USD,-5,-612895.6644,18M,04/03/2024,5y,-9.07629635
02/09/2022,dummyTrade12,USD,0,-609360.6624,18M,04/03/2024,5y,-9.00167616
02/09/2022,dummyTrade12,USD,5,-605697.9146,18M,04/03/2024,5y,-15.57504218
02/09/2022,dummyTrade12,USD,10,-601903.9338,18M,04/03/2024,5y,-9.41806894
02/09/2022,dummyTrade12,USD,25,-589625.7192,18M,04/03/2024,5y,-14.16744051
02/09/2022,dummyTrade12,USD,50,-565587.1948,18M,04/03/2024,5y,-11.31155545
02/09/2022,dummyTrade12,USD,75,-535514.5526,18M,04/03/2024,5y,-12.11569403
02/09/2022,dummyTrade12,USD,100,-496774.34,18M,04/03/2024,5y,-35.96356969
02/09/2022,dummyTrade2,USD,-100,-228174.0202,18M,04/03/2024,5y,-31.79575363
02/09/2022,dummyTrade2,USD,-50,-222566.5913,18M,04/03/2024,5y,-41.53475357
02/09/2022,dummyTrade2,USD,-25,-219360.3687,18M,04/03/2024,5y,-38.16338439
02/09/2022,dummyTrade2,USD,-10,-217288.0377,18M,04/03/2024,5y,-40.56775095
02/09/2022,dummyTrade2,USD,-5,-216570.262,18M,04/03/2024,5y,-44.87355339
02/09/2022,dummyTrade2,USD,0,-215836.7872,18M,04/03/2024,5y,-49.6057187
02/09/2022,dummyTrade2,USD,5,-215084.8514,18M,04/03/2024,5y,-52.0499923
02/09/2022,dummyTrade2,USD,10,-214309.757,18M,04/03/2024,5y,-56.71779413
02/09/2022,dummyTrade2,USD,25,-211816.2608,18M,04/03/2024,5y,-59.35936493
02/09/2022,dummyTrade2,USD,50,-206874.9273,18M,04/03/2024,5y,-71.03189992
02/09/2022,dummyTrade2,USD,75,-200251.019,18M,04/03/2024,5y,-70.35364178
02/09/2022,dummyTrade2,USD,100,-190159.2197,18M,04/03/2024,5y,-6.01913171
02/09/2022,dummyTrade3,USD,-100,-226544.4595,18M,04/03/2024,5y,-14.06779392
02/09/2022,dummyTrade3,USD,-50,-221205.4108,18M,04/03/2024,5y,-14.02107877
02/09/2022,dummyTrade3,USD,-25,-217879.5176,18M,04/03/2024,5y,-12.91315005
02/09/2022,dummyTrade3,USD,-10,-215660.0142,18M,04/03/2024,5y,-12.27839045
02/09/2022,dummyTrade3,USD,-5,-214877.7424,18M,04/03/2024,5y,-14.06734973
02/09/2022,dummyTrade3,USD,0,-214068.7108,18M,04/03/2024,5y,-16.62008561
02/09/2022,dummyTrade3,USD,5,-213234.2771,18M,04/03/2024,5y,-18.74472981
02/09/2022,dummyTrade3,USD,10,-212371.6697,18M,04/03/2024,5y,-13.35757756
02/09/2022,dummyTrade3,USD,25,-209591.5699,18M,04/03/2024,5y,-20.47585625
02/09/2022,dummyTrade3,USD,50,-203956.0442,18M,04/03/2024,5y,-29.36337584
02/09/2022,dummyTrade3,USD,75,-196272.3348,18M,04/03/2024,5y,-49.18515413
02/09/2022,dummyTrade3,USD,100,-184748.8238,18M,04/03/2024,5y,-50.77101107
02/09/2022,dummyTrade4,USD,-100,-226808.3315,18M,04/03/2024,5y,-12.40911099
02/09/2022,dummyTrade4,USD,-50,-221555.8081,18M,04/03/2024,5y,-10.89819815
02/09/2022,dummyTrade4,USD,-25,-218273.4149,18M,04/03/2024,5y,-13.80661344
02/09/2022,dummyTrade4,USD,-10,-216075.4802,18M,04/03/2024,5y,-14.40884124
02/09/2022,dummyTrade4,USD,-5,-215300.379,18M,04/03/2024,5y,-14.27236786
02/09/2022,dummyTrade4,USD,0,-214502.3303,18M,04/03/2024,5y,-17.31145248
02/09/2022,dummyTrade4,USD,5,-213680.122,18M,04/03/2024,5y,-15.97715349
02/09/2022,dummyTrade4,USD,10,-212824.3975,18M,04/03/2024,5y,-15.60311358
02/09/2022,dummyTrade4,USD,25,-210067.3072,18M,04/03/2024,5y,-17.19490931
02/09/2022,dummyTrade4,USD,50,-204458.3028,18M,04/03/2024,5y,-26.46139176
02/09/2022,dummyTrade4,USD,75,-196794.6208,18M,04/03/2024,5y,-42.18872536
02/09/2022,dummyTrade4,USD,100,-185264.6044,18M,04/03/2024,5y,-57.35079307
02/09/2022,dummyTrade5,USD,-100,-223988.5065,18M,04/03/2024,5y,-8.79506738
02/09/2022,dummyTrade5,USD,-50,-219464.7169,18M,04/03/2024,5y,-5.03405338
02/09/2022,dummyTrade5,USD,-25,-216232.0345,18M,04/03/2024,5y,-8.11754366
02/09/2022,dummyTrade5,USD,-10,-213971.8244,18M,04/03/2024,5y,-6.70437919
02/09/2022,dummyTrade5,USD,-5,-213166.4625,18M,04/03/2024,5y,-7.42059219
02/09/2022,dummyTrade5,USD,0,-212330.582,18M,04/03/2024,5y,-8.24130924
02/09/2022,dummyTrade5,USD,5,-211467.1673,18M,04/03/2024,5y,-5.84540585
02/09/2022,dummyTrade5,USD,10,-210567.1885,18M,04/03/2024,5y,-5.8379797
02/09/2022,dummyTrade5,USD,25,-207641.5728,18M,04/03/2024,5y,-5.68156089
02/09/2022,dummyTrade5,USD,50,-201717.9231,18M,04/03/2024,5y,-7.02294789
02/09/2022,dummyTrade5,USD,75,-193788.9589,18M,04/03/2024,5y,-14.83693053
02/09/2022,dummyTrade5,USD,100,-182298.8104,18M,04/03/2024,5y,-13.3486712
02/09/2022,dummyTrade6,USD,-100,-224125.1313,18M,04/03/2024,5y,-6.24572306
02/09/2022,dummyTrade6,USD,-50,-219636.0773,18M,04/03/2024,5y,-6.66806272
02/09/2022,dummyTrade6,USD,-25,-216429.7775,18M,04/03/2024,5y,-6.72517999
02/09/2022,dummyTrade6,USD,-10,-214198.4025,18M,04/03/2024,5y,-7.8759991
02/09/2022,dummyTrade6,USD,-5,-213398.7559,18M,04/03/2024,5y,-7.63250111
02/09/2022,dummyTrade6,USD,0,-212567.2816,18M,04/03/2024,5y,-7.20063378
02/09/2022,dummyTrade6,USD,5,-211705.7851,18M,04/03/2024,5y,-7.32451457
02/09/2022,dummyTrade6,USD,10,-210809.4446,18M,04/03/2024,5y,-5.70096256
02/09/2022,dummyTrade6,USD,25,-207889.7237,18M,04/03/2024,5y,-3.77394476
02/09/2022,dummyTrade6,USD,50,-201968.7276,18M,04/03/2024,5y,-8.22636419
02/09/2022,dummyTrade6,USD,75,-194075.2122,18M,04/03/2024,5y,-15.88661865
02/09/2022,dummyTrade6,USD,100,-182578.7242,18M,04/03/2024,5y,-22.31441133
02/09/2022,dummyTrade7,USD,-100,-677481.2691,18M,04/03/2024,5y,-48.49299027
02/09/2022,dummyTrade7,USD,-50,-652240.7277,18M,04/03/2024,5y,-47.05888692
02/09/2022,dummyTrade7,USD,-25,-635718.1689,18M,04/03/2024,5y,-50.59279759
02/09/2022,dummyTrade7,USD,-10,-624421.7668,18M,04/03/2024,5y,-54.47783253
02/09/2022,dummyTrade7,USD,-5,-620428.5186,18M,04/03/2024,5y,-52.35690118
02/09/2022,dummyTrade7,USD,0,-616276.7763,18M,04/03/2024,5y,-45.01721568
02/09/2022,dummyTrade7,USD,5,-611953.3314,18M,04/03/2024,5y,-64.35937837
02/09/2022,dummyTrade7,USD,10,-607455.576,18M,04/03/2024,5y,-67.39056181
02/09/2022,dummyTrade7,USD,25,-592860.8099,18M,04/03/2024,5y,-99.75129752
02/09/2022,dummyTrade7,USD,50,-564227.3709,18M,04/03/2024,5y,-143.5367245
02/09/2022,dummyTrade7,USD,75,-527747.6564,18M,04/03/2024,5y,-123.5303981
02/09/2022,dummyTrade7,USD,100,-480146.9554,18M,04/03/2024,5y,16.37745033
02/09/2022,dummyTrade8,USD,-100,-678374.3212,18M,04/03/2024,5y,-45.04512145
02/09/2022,dummyTrade8,USD,-50,-653383.1949,18M,04/03/2024,5y,-55.72794635
02/09/2022,dummyTrade8,USD,-25,-636955.9974,18M,04/03/2024,5y,-40.17570396
02/09/2022,dummyTrade8,USD,-10,-625685.1286,18M,04/03/2024,5y,-66.40588389
02/09/2022,dummyTrade8,USD,-5,-621678.7092,18M,04/03/2024,5y,-59.4252766
02/09/2022,dummyTrade8,USD,0,-617544.4322,18M,04/03/2024,5y,-60.07770378
02/09/2022,dummyTrade8,USD,5,-613256.8345,18M,04/03/2024,5y,-48.14156791
02/09/2022,dummyTrade8,USD,10,-608776.6824,18M,04/03/2024,5y,-73.67697739
02/09/2022,dummyTrade8,USD,25,-594256.6853,18M,04/03/2024,5y,-116.7826019
02/09/2022,dummyTrade8,USD,50,-565566.813,18M,04/03/2024,5y,-135.9463381
02/09/2022,dummyTrade8,USD,75,-529235.226,18M,04/03/2024,5y,-126.005402
02/09/2022,dummyTrade8,USD,100,-481488.5161,18M,04/03/2024,5y,-3.35759869
02/09/2022,dummyTrade9,USD,-100,-672195.1673,18M,04/03/2024,5y,-21.95107001
02/09/2022,dummyTrade9,USD,-50,-648929.937,18M,04/03/2024,5y,-7.02517701
